id,split,image,num_runs,parsed_count,parsed_rate,num_unique_predictions,agreement_rate,vote_pred_time_hhmm,vote_pred_time_minutes,vote_support,any_exact,any_tol1,any_tol5
rege_ood_clean_blender_000081,clean,images/sample_00081.png,5,5,1.0,2,0.6,02:21,141,3,False,False,False
rege_ood_clean_blender_000082,clean,images/sample_00082.png,5,5,1.0,1,1.0,07:46,466,5,False,False,False
rege_ood_clean_blender_000083,clean,images/sample_00083.png,5,5,1.0,4,0.4,09:28,568,2,False,True,True
rege_ood_clean_blender_000084,clean,images/sample_00084.png,5,5,1.0,2,0.8,02:07,127,4,False,False,False
rege_ood_clean_blender_000085,clean,images/sample_00085.png,5,5,1.0,1,1.0,10:32,632,5,False,False,False
rege_ood_clean_blender_000086,clean,images/sample_00086.png,5,1,0.2,1,1.0,04:35,275,1,False,True,True
rege_ood_clean_blender_000087,clean,images/sample_00087.png,5,5,1.0,1,1.0,07:45,465,5,False,False,True
rege_ood_clean_blender_000088,clean,images/sample_00088.png,5,3,0.6,1,1.0,04:20,260,3,False,False,True
rege_ood_clean_blender_000089,clean,images/sample_00089.png,5,5,1.0,1,1.0,07:10,430,5,True,True,True
rege_ood_clean_blender_000090,clean,images/sample_00090.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000091,clean,images/sample_00091.png,5,5,1.0,1,1.0,09:25,565,5,False,False,False
rege_ood_clean_blender_000092,clean,images/sample_00092.png,5,5,1.0,1,1.0,11:47,707,5,False,True,True
rege_ood_clean_blender_000093,clean,images/sample_00093.png,5,5,1.0,1,1.0,08:15,495,5,False,False,False
rege_ood_clean_blender_000094,clean,images/sample_00094.png,5,5,1.0,2,0.6,07:48,468,3,False,False,False
rege_ood_clean_blender_000095,clean,images/sample_00095.png,5,5,1.0,2,0.6,12:26,26,3,True,True,True
rege_ood_clean_blender_000096,clean,images/sample_00096.png,5,5,1.0,2,0.8,03:51,231,4,False,False,False
rege_ood_clean_blender_000097,clean,images/sample_00097.png,5,5,1.0,1,1.0,09:52,592,5,False,False,False
rege_ood_clean_blender_000098,clean,images/sample_00098.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000099,clean,images/sample_00099.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000100,clean,images/sample_00100.png,5,5,1.0,1,1.0,10:57,657,5,False,True,True
rege_ood_clean_blender_000101,clean,images/sample_00101.png,5,4,0.8,1,1.0,07:15,435,4,False,False,True
rege_ood_clean_blender_000102,clean,images/sample_00102.png,5,4,0.8,1,1.0,07:35,455,4,False,False,False
rege_ood_clean_blender_000103,clean,images/sample_00103.png,5,5,1.0,1,1.0,09:07,547,5,True,True,True
rege_ood_clean_blender_000104,clean,images/sample_00104.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000105,clean,images/sample_00105.png,5,5,1.0,1,1.0,10:08,608,5,False,False,False
rege_ood_clean_blender_000106,clean,images/sample_00106.png,5,5,1.0,3,0.4,02:47,167,2,False,False,True
rege_ood_clean_blender_000107,clean,images/sample_00107.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000108,clean,images/sample_00108.png,5,5,1.0,2,0.6,03:39,219,3,False,False,True
rege_ood_clean_blender_000109,clean,images/sample_00109.png,5,5,1.0,1,1.0,09:25,565,5,False,False,False
rege_ood_clean_blender_000110,clean,images/sample_00110.png,5,5,1.0,1,1.0,04:45,285,5,False,True,True
rege_ood_clean_blender_000111,clean,images/sample_00111.png,5,5,1.0,3,0.6,10:47,647,3,False,False,False
rege_ood_clean_blender_000112,clean,images/sample_00112.png,5,5,1.0,2,0.6,08:55,535,3,False,False,True
rege_ood_clean_blender_000113,clean,images/sample_00113.png,5,5,1.0,1,1.0,09:40,580,5,False,False,False
rege_ood_clean_blender_000114,clean,images/sample_00114.png,5,5,1.0,2,0.6,10:08,608,3,False,False,False
rege_ood_clean_blender_000115,clean,images/sample_00115.png,5,5,1.0,3,0.6,06:30,390,3,False,False,False
rege_ood_clean_blender_000116,clean,images/sample_00116.png,5,5,1.0,2,0.6,10:51,651,3,False,False,False
rege_ood_clean_blender_000117,clean,images/sample_00117.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000118,clean,images/sample_00118.png,5,5,1.0,2,0.6,10:42,642,3,False,True,True
rege_ood_clean_blender_000119,clean,images/sample_00119.png,5,2,0.4,1,1.0,04:58,298,2,False,False,False
rege_ood_clean_blender_000120,clean,images/sample_00120.png,5,5,1.0,1,1.0,06:00,360,5,False,False,False
rege_ood_clean_blender_000121,clean,images/sample_00121.png,5,5,1.0,1,1.0,12:13,13,5,False,False,False
rege_ood_clean_blender_000122,clean,images/sample_00122.png,5,5,1.0,2,0.8,10:47,647,4,False,False,False
rege_ood_clean_blender_000123,clean,images/sample_00123.png,5,5,1.0,1,1.0,09:52,592,5,False,True,True
rege_ood_clean_blender_000124,clean,images/sample_00124.png,5,5,1.0,1,1.0,12:45,45,5,False,False,False
rege_ood_clean_blender_000125,clean,images/sample_00125.png,5,5,1.0,2,0.8,01:16,76,4,False,False,False
rege_ood_clean_blender_000126,clean,images/sample_00126.png,5,5,1.0,1,1.0,10:00,600,5,False,False,False
rege_ood_clean_blender_000127,clean,images/sample_00127.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000128,clean,images/sample_00128.png,5,2,0.4,1,1.0,03:43,223,2,False,False,False
rege_ood_clean_blender_000129,clean,images/sample_00129.png,5,5,1.0,1,1.0,12:15,15,5,False,False,False
rege_ood_clean_blender_000130,clean,images/sample_00130.png,5,5,1.0,2,0.6,07:24,444,3,False,False,True
rege_ood_clean_blender_000131,clean,images/sample_00131.png,5,5,1.0,1,1.0,07:20,440,5,False,False,False
rege_ood_clean_blender_000132,clean,images/sample_00132.png,5,5,1.0,1,1.0,03:42,222,5,False,False,False
rege_ood_clean_blender_000133,clean,images/sample_00133.png,5,5,1.0,3,0.6,09:53,593,3,False,False,False
rege_ood_clean_blender_000134,clean,images/sample_00134.png,5,4,0.8,1,1.0,01:55,115,4,False,False,False
rege_ood_clean_blender_000135,clean,images/sample_00135.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000136,clean,images/sample_00136.png,5,5,1.0,1,1.0,11:19,679,5,False,False,True
rege_ood_clean_blender_000137,clean,images/sample_00137.png,5,5,1.0,1,1.0,07:15,435,5,False,False,False
rege_ood_clean_blender_000138,clean,images/sample_00138.png,5,5,1.0,2,0.8,10:38,638,4,False,False,False
rege_ood_clean_blender_000139,clean,images/sample_00139.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000140,clean,images/sample_00140.png,5,5,1.0,1,1.0,07:16,436,5,False,False,True
rege_ood_clean_blender_000141,clean,images/sample_00141.png,5,5,1.0,1,1.0,07:38,458,5,False,False,False
rege_ood_clean_blender_000142,clean,images/sample_00142.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000143,clean,images/sample_00143.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000144,clean,images/sample_00144.png,5,4,0.8,2,0.75,07:53,473,3,False,False,False
rege_ood_clean_blender_000145,clean,images/sample_00145.png,5,5,1.0,1,1.0,04:50,290,5,False,False,True
rege_ood_clean_blender_000146,clean,images/sample_00146.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000147,clean,images/sample_00147.png,5,3,0.6,1,1.0,03:38,218,3,False,False,False
rege_ood_clean_blender_000148,clean,images/sample_00148.png,5,2,0.4,1,1.0,04:35,275,2,False,False,False
rege_ood_clean_blender_000149,clean,images/sample_00149.png,5,5,1.0,2,0.6,07:36,456,3,False,False,False
rege_ood_clean_blender_000150,clean,images/sample_00150.png,5,3,0.6,2,0.6666666666666666,12:36,36,2,False,False,False
rege_ood_clean_blender_000151,clean,images/sample_00151.png,5,4,0.8,2,0.75,06:40,400,3,False,False,False
rege_ood_clean_blender_000152,clean,images/sample_00152.png,5,5,1.0,1,1.0,10:40,640,5,False,False,False
rege_ood_clean_blender_000153,clean,images/sample_00153.png,5,5,1.0,3,0.6,02:16,136,3,False,False,False
rege_ood_clean_blender_000154,clean,images/sample_00154.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000155,clean,images/sample_00155.png,5,5,1.0,3,0.4,10:33,33,2,False,False,True
rege_ood_clean_blender_000156,clean,images/sample_00156.png,5,5,1.0,2,0.8,01:00,60,4,False,False,True
rege_ood_clean_blender_000157,clean,images/sample_00157.png,5,5,1.0,2,0.6,10:17,617,3,False,False,False
rege_ood_clean_blender_000158,clean,images/sample_00158.png,5,5,1.0,2,0.8,12:26,26,4,False,False,True
rege_ood_clean_blender_000159,clean,images/sample_00159.png,5,5,1.0,1,1.0,04:43,283,5,False,False,False
rege_ood_clean_blender_000160,clean,images/sample_00160.png,5,1,0.2,1,1.0,05:42,342,1,False,False,False
rege_ood_clean_blender_000161,clean,images/sample_00161.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000162,clean,images/sample_00162.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000163,clean,images/sample_00163.png,5,5,1.0,2,0.6,03:37,217,3,False,False,True
rege_ood_clean_blender_000164,clean,images/sample_00164.png,5,5,1.0,1,1.0,12:05,5,5,False,False,False
rege_ood_clean_blender_000165,clean,images/sample_00165.png,5,3,0.6,1,1.0,04:16,256,3,False,False,False
rege_ood_clean_blender_000166,clean,images/sample_00166.png,5,5,1.0,3,0.6,07:52,472,3,False,False,False
rege_ood_clean_blender_000167,clean,images/sample_00167.png,5,5,1.0,2,0.6,12:55,55,3,False,False,False
rege_ood_clean_blender_000168,clean,images/sample_00168.png,5,5,1.0,4,0.4,03:55,235,2,False,False,False
rege_ood_clean_blender_000169,clean,images/sample_00169.png,5,5,1.0,1,1.0,10:53,653,5,False,False,True
rege_ood_clean_blender_000170,clean,images/sample_00170.png,5,2,0.4,2,0.5,07:35,455,1,False,False,False
rege_ood_clean_blender_000171,clean,images/sample_00171.png,5,5,1.0,1,1.0,04:07,247,5,False,False,True
rege_ood_clean_blender_000172,clean,images/sample_00172.png,5,5,1.0,1,1.0,01:44,104,5,False,False,False
rege_ood_clean_blender_000173,clean,images/sample_00173.png,5,3,0.6,2,0.6666666666666666,04:43,283,2,False,False,False
rege_ood_clean_blender_000174,clean,images/sample_00174.png,5,5,1.0,2,0.8,02:47,167,4,False,False,False
rege_ood_clean_blender_000175,clean,images/sample_00175.png,5,5,1.0,1,1.0,10:37,637,5,False,False,False
rege_ood_clean_blender_000176,clean,images/sample_00176.png,5,5,1.0,1,1.0,11:15,675,5,False,True,True
rege_ood_clean_blender_000177,clean,images/sample_00177.png,5,5,1.0,2,0.8,02:18,138,4,False,False,False
rege_ood_clean_blender_000178,clean,images/sample_00178.png,5,5,1.0,2,0.6,03:55,235,3,False,False,False
rege_ood_clean_blender_000179,clean,images/sample_00179.png,5,3,0.6,2,0.6666666666666666,01:28,88,2,False,False,False
rege_ood_clean_blender_000180,clean,images/sample_00180.png,5,5,1.0,1,1.0,10:27,627,5,False,False,False
rege_ood_clean_blender_000181,clean,images/sample_00181.png,5,5,1.0,1,1.0,06:38,398,5,False,False,False
rege_ood_clean_blender_000182,clean,images/sample_00182.png,5,5,1.0,2,0.8,12:03,3,4,False,False,False
rege_ood_clean_blender_000183,clean,images/sample_00183.png,5,5,1.0,2,0.6,10:14,614,3,False,True,True
rege_ood_clean_blender_000184,clean,images/sample_00184.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000185,clean,images/sample_00185.png,5,5,1.0,2,0.6,07:09,429,3,False,False,True
rege_ood_clean_blender_000186,clean,images/sample_00186.png,5,5,1.0,2,0.8,10:14,614,4,False,False,False
rege_ood_clean_blender_000187,clean,images/sample_00187.png,5,5,1.0,2,0.8,10:48,648,4,False,False,False
rege_ood_clean_blender_000188,clean,images/sample_00188.png,5,5,1.0,3,0.4,04:52,292,2,False,True,True
rege_ood_clean_blender_000189,clean,images/sample_00189.png,5,5,1.0,3,0.4,01:19,620,2,False,False,False
rege_ood_clean_blender_000190,clean,images/sample_00190.png,5,1,0.2,1,1.0,04:54,294,1,False,False,False
rege_ood_clean_blender_000191,clean,images/sample_00191.png,5,5,1.0,2,0.8,09:05,545,4,False,False,True
rege_ood_clean_blender_000192,clean,images/sample_00192.png,5,5,1.0,1,1.0,02:30,150,5,False,False,True
rege_ood_clean_blender_000193,clean,images/sample_00193.png,5,3,0.6,1,1.0,07:45,465,3,False,False,False
rege_ood_clean_blender_000194,clean,images/sample_00194.png,5,5,1.0,1,1.0,04:05,245,5,False,True,True
rege_ood_clean_blender_000195,clean,images/sample_00195.png,5,5,1.0,1,1.0,07:28,448,5,False,False,False
rege_ood_clean_blender_000196,clean,images/sample_00196.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000197,clean,images/sample_00197.png,5,5,1.0,1,1.0,01:19,79,5,False,False,True
rege_ood_clean_blender_000198,clean,images/sample_00198.png,5,5,1.0,1,1.0,08:47,527,5,False,True,True
rege_ood_clean_blender_000199,clean,images/sample_00199.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000200,clean,images/sample_00200.png,5,5,1.0,1,1.0,07:03,423,5,False,False,False
rege_ood_clean_blender_000201,clean,images/sample_00201.png,5,5,1.0,2,0.6,01:13,73,3,False,False,False
rege_ood_clean_blender_000202,clean,images/sample_00202.png,5,1,0.2,1,1.0,09:26,566,1,False,False,True
rege_ood_clean_blender_000203,clean,images/sample_00203.png,5,4,0.8,2,0.5,04:07,247,2,False,False,False
rege_ood_clean_blender_000204,clean,images/sample_00204.png,5,5,1.0,1,1.0,01:23,83,5,False,True,True
rege_ood_clean_blender_000205,clean,images/sample_00205.png,5,2,0.4,1,1.0,07:18,438,2,False,False,True
rege_ood_clean_blender_000206,clean,images/sample_00206.png,5,4,0.8,1,1.0,03:31,211,4,False,False,False
rege_ood_clean_blender_000207,clean,images/sample_00207.png,5,4,0.8,1,1.0,07:28,448,4,False,False,True
rege_ood_clean_blender_000208,clean,images/sample_00208.png,5,5,1.0,2,0.6,10:22,622,3,False,True,True
rege_ood_clean_blender_000209,clean,images/sample_00209.png,5,5,1.0,1,1.0,09:56,596,5,False,False,False
rege_ood_clean_blender_000210,clean,images/sample_00210.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000211,clean,images/sample_00211.png,5,5,1.0,1,1.0,02:20,140,5,False,False,False
rege_ood_clean_blender_000212,clean,images/sample_00212.png,5,5,1.0,1,1.0,10:37,637,5,False,True,True
rege_ood_clean_blender_000213,clean,images/sample_00213.png,5,5,1.0,2,0.6,07:19,439,3,False,False,False
rege_ood_clean_blender_000214,clean,images/sample_00214.png,5,5,1.0,1,1.0,07:01,421,5,False,True,True
rege_ood_clean_blender_000215,clean,images/sample_00215.png,5,4,0.8,3,0.5,01:48,108,2,True,True,True
rege_ood_clean_blender_000216,clean,images/sample_00216.png,5,5,1.0,1,1.0,12:56,56,5,False,False,False
rege_ood_clean_blender_000217,clean,images/sample_00217.png,5,5,1.0,2,0.6,07:38,458,3,False,False,True
rege_ood_clean_blender_000218,clean,images/sample_00218.png,5,5,1.0,1,1.0,10:58,658,5,False,False,False
rege_ood_clean_blender_000219,clean,images/sample_00219.png,5,5,1.0,1,1.0,10:52,652,5,False,False,False
rege_ood_clean_blender_000220,clean,images/sample_00220.png,5,5,1.0,1,1.0,08:15,495,5,True,True,True
rege_ood_clean_blender_000221,clean,images/sample_00221.png,5,5,1.0,1,1.0,07:59,479,5,True,True,True
rege_ood_clean_blender_000222,clean,images/sample_00222.png,5,5,1.0,1,1.0,03:00,180,5,False,False,False
rege_ood_clean_blender_000223,clean,images/sample_00223.png,5,5,1.0,1,1.0,07:40,460,5,False,False,False
rege_ood_clean_blender_000224,clean,images/sample_00224.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000225,clean,images/sample_00225.png,5,5,1.0,2,0.6,08:50,530,3,False,False,True
rege_ood_clean_blender_000226,clean,images/sample_00226.png,5,5,1.0,1,1.0,10:00,600,5,False,False,False
rege_ood_clean_blender_000227,clean,images/sample_00227.png,5,5,1.0,1,1.0,10:35,635,5,False,False,False
rege_ood_clean_blender_000228,clean,images/sample_00228.png,5,5,1.0,1,1.0,03:05,185,5,False,False,False
rege_ood_clean_blender_000229,clean,images/sample_00229.png,5,1,0.2,1,1.0,04:26,266,1,False,False,False
rege_ood_clean_blender_000230,clean,images/sample_00230.png,5,5,1.0,1,1.0,07:45,465,5,True,True,True
rege_ood_clean_blender_000231,clean,images/sample_00231.png,5,5,1.0,1,1.0,02:43,163,5,False,False,True
rege_ood_clean_blender_000232,clean,images/sample_00232.png,5,5,1.0,2,0.8,01:47,107,4,False,False,True
rege_ood_clean_blender_000233,clean,images/sample_00233.png,5,1,0.2,1,1.0,03:15,195,1,False,False,True
rege_ood_clean_blender_000234,clean,images/sample_00234.png,5,5,1.0,2,0.6,10:12,612,3,False,False,False
rege_ood_clean_blender_000235,clean,images/sample_00235.png,5,5,1.0,2,0.8,01:07,67,4,False,True,True
rege_ood_clean_blender_000236,clean,images/sample_00236.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000237,clean,images/sample_00237.png,5,5,1.0,2,0.6,10:21,621,3,False,False,True
rege_ood_clean_blender_000238,clean,images/sample_00238.png,5,5,1.0,1,1.0,10:39,639,5,False,True,True
rege_ood_clean_blender_000239,clean,images/sample_00239.png,5,4,0.8,1,1.0,04:00,240,4,False,False,False
rege_ood_clean_blender_000240,clean,images/sample_00240.png,5,5,1.0,1,1.0,03:38,218,5,False,True,True
rege_ood_clean_blender_000241,clean,images/sample_00241.png,5,5,1.0,1,1.0,11:15,675,5,False,False,False
rege_ood_clean_blender_000242,clean,images/sample_00242.png,5,5,1.0,1,1.0,10:28,628,5,False,False,True
rege_ood_clean_blender_000243,clean,images/sample_00243.png,5,5,1.0,1,1.0,12:00,0,5,False,False,False
rege_ood_clean_blender_000244,clean,images/sample_00244.png,5,5,1.0,1,1.0,07:14,434,5,False,False,False
rege_ood_clean_blender_000245,clean,images/sample_00245.png,5,5,1.0,2,0.6,07:19,439,3,False,False,False
rege_ood_clean_blender_000246,clean,images/sample_00246.png,5,0,0.0,0,0.0,,,0,False,False,False
rege_ood_clean_blender_000247,clean,images/sample_00247.png,5,5,1.0,2,0.6,07:09,429,3,False,False,False
