id,split,image,gt_time_hhmm,gt_time_minutes,gt_time_hhmmss,gt_time_seconds_total,gt_seconds,pred_time_hhmm,pred_time_minutes,pred_time_hhmmss,pred_time_seconds_total,parsed_ok,is_exact,tol_1,tol_5,abs_err_minutes,hour_correct,minute_correct,second_correct,raw_output,latency_sec,error
rege_ood_clean_blender_000014,clean,images/sample_00014.png,08:43,523,08:43:22,31402,22,08:44,524,08:44:22,31462,True,False,True,True,1,True,False,True,The exact time shown on this analog clock is 8:44:22.,0.6956346035003662,
rege_ood_clean_blender_000015,clean,images/sample_00015.png,03:42,222,03:42:19,13339,19,03:43,223,03:43:18,13398,True,False,True,True,1,True,False,False,The exact time shown on the analog clock is 3:43:18.,0.7953536510467529,
rege_ood_clean_blender_000016,clean,images/sample_00016.png,06:47,407,06:47:06,24426,6,06:47,407,06:47:06,24426,True,True,True,True,0,True,True,True,6:47:06,0.4897894859313965,
rege_ood_clean_blender_000017,clean,images/sample_00017.png,12:39,39,12:39:06,2346,6,07:41,461,07:41:06,27666,True,False,False,False,298,False,False,True,07:41:06,0.5046517848968506,
rege_ood_clean_blender_000018,clean,images/sample_00018.png,12:19,19,12:19:05,1145,5,01:19,79,01:19:05,4745,True,False,False,False,60,False,True,True,01:19:05,0.5086092948913574,
rege_ood_clean_blender_000019,clean,images/sample_00019.png,06:07,367,06:07:08,22028,8,06:05,365,06:05:04,21904,True,False,False,True,2,True,False,False,06:05:04,0.51871657371521,
rege_ood_clean_blender_000020,clean,images/sample_00020.png,11:37,697,,,,11:38,698,11:38:55,41935,True,False,True,True,1,True,False,,11:38:55,0.5145206451416016,
rege_ood_clean_blender_000021,clean,images/sample_00021.png,02:57,177,02:57:41,10661,41,02:56,176,02:56:40,10600,True,False,True,True,1,True,False,False,2:56:40,0.47815537452697754,
rege_ood_clean_blender_000022,clean,images/sample_00022.png,01:50,110,01:50:05,6605,5,10:04,604,10:04:05,36245,True,False,False,False,226,False,False,True,10:04:05,0.4993472099304199,
rege_ood_clean_blender_000023,clean,images/sample_00023.png,06:49,409,,,,06:46,406,06:46:47,24407,True,False,False,True,3,True,False,,06:46:47,0.5090646743774414,
rege_ood_clean_blender_000024,clean,images/sample_00024.png,01:18,78,01:18:38,4718,38,01:16,76,01:16:38,4598,True,False,False,True,2,True,False,True,01:16:38,0.503352165222168,
rege_ood_clean_blender_000025,clean,images/sample_00025.png,08:03,483,,,,08:05,485,08:05:00,29100,True,False,False,True,2,True,False,,08:05:00,0.39098048210144043,
rege_ood_clean_blender_000026,clean,images/sample_00026.png,03:18,198,03:18:44,11924,44,03:18,198,03:18:43,11923,True,True,True,True,0,True,True,False,3:18:43,0.37242937088012695,
rege_ood_clean_blender_000027,clean,images/sample_00027.png,03:20,200,03:20:05,12005,5,02:13,133,02:13:01,7981,True,False,False,False,67,False,False,False,02:13:01,0.3903028964996338,
rege_ood_clean_blender_000028,clean,images/sample_00028.png,01:42,102,01:42:38,6158,38,01:43,103,01:43:37,6217,True,False,True,True,1,True,False,False,1:43:37,0.3730177879333496,
rege_ood_clean_blender_000029,clean,images/sample_00029.png,05:49,349,,,,05:49,349,05:49:00,20940,True,True,True,True,0,True,True,,The exact time shown on this analog clock is 05:49:00,0.5671887397766113,
rege_ood_clean_blender_000030,clean,images/sample_00030.png,01:53,113,,,,01:52,112,01:52:52,6772,True,False,True,True,1,True,False,,1:52:52,0.5019950866699219,
rege_ood_clean_blender_000031,clean,images/sample_00031.png,06:33,393,,,,06:33,393,06:33:00,23580,True,True,True,True,0,True,True,,06:33:00,0.5172593593597412,
rege_ood_clean_blender_000032,clean,images/sample_00032.png,10:58,658,10:58:30,39510,30,12:01,1,12:01:32,92,True,False,False,False,63,False,False,False,12:01:32,0.5024299621582031,
rege_ood_clean_blender_000033,clean,images/sample_00033.png,03:58,238,03:58:21,14301,21,03:58,238,03:58:20,14300,True,True,True,True,0,True,True,False,3:58:20,0.4857761859893799,
rege_ood_clean_blender_000034,clean,images/sample_00034.png,06:05,365,06:05:01,21901,1,01:03,63,01:03:05,3785,True,False,False,False,302,False,False,False,The exact time shown on this analog clock is 01:03:05.,0.6886370182037354,
rege_ood_clean_blender_000035,clean,images/sample_00035.png,06:09,369,,,,06:08,368,06:08:00,22080,True,False,True,True,1,True,False,,The exact time shown on this analog clock is 06:08:00.,0.7854456901550293,
rege_ood_clean_blender_000036,clean,images/sample_00036.png,12:30,30,,,,12:29,29,12:29:00,1740,True,False,True,True,1,True,False,,12:29:00,0.4907827377319336,
rege_ood_clean_blender_000037,clean,images/sample_00037.png,04:08,248,,,,04:06,246,04:06:05,14765,True,False,False,True,2,True,False,,The exact time shown on this analog clock is 04:06:05,0.810807466506958,
rege_ood_clean_blender_000038,clean,images/sample_00038.png,11:58,718,11:58:27,43107,27,11:58,718,11:58:27,43107,True,True,True,True,0,True,True,True,11:58:27,0.4971811771392822,
rege_ood_clean_blender_000039,clean,images/sample_00039.png,03:33,213,03:33:58,12838,58,03:36,216,03:36:01,12961,True,False,False,True,3,True,False,False,The exact time shown on the analog clock is 3:36:01.,0.856785774230957,
rege_ood_clean_blender_000040,clean,images/sample_00040.png,07:37,457,,,,09:38,578,09:38:37,34717,True,False,False,False,121,False,False,,09:38:37,0.5376272201538086,
rege_ood_clean_blender_000041,clean,images/sample_00041.png,03:49,229,,,,10:49,649,10:49:49,38989,True,False,False,False,300,False,True,,10:49:49,0.5241193771362305,
rege_ood_clean_blender_000042,clean,images/sample_00042.png,12:02,2,,,,01:11,71,,,True,False,False,False,69,False,False,,00:01:11,0.5065317153930664,
rege_ood_clean_blender_000043,clean,images/sample_00043.png,04:23,263,04:23:21,15801,21,,,,,False,False,False,False,,,,,The exact time shown on this analog clock is 19:21:21.,0.8349061012268066,
rege_ood_clean_blender_000044,clean,images/sample_00044.png,09:49,589,09:49:50,35390,50,09:48,588,09:48:49,35329,True,False,True,True,1,True,False,False,The time shown on the analog clock is 09:48:49,0.6567835807800293,
rege_ood_clean_blender_000045,clean,images/sample_00045.png,06:50,410,06:50:50,24650,50,06:48,408,06:48:48,24528,True,False,False,True,2,True,False,False,The time shown on the analog clock is 6:48:48,0.5310971736907959,
rege_ood_clean_blender_000046,clean,images/sample_00046.png,01:01,61,01:01:19,3679,19,12:59,59,12:59:17,3557,True,False,False,True,2,False,False,False,12:59:17,0.3891565799713135,
rege_ood_clean_blender_000047,clean,images/sample_00047.png,10:29,629,,,,10:29,629,10:29:00,37740,True,True,True,True,0,True,True,,10:29:00,0.3904001712799072,
rege_ood_clean_blender_000048,clean,images/sample_00048.png,11:18,678,,,,12:20,20,12:20:00,1200,True,False,False,False,62,False,False,,12:20:00,0.4078998565673828,
rege_ood_clean_blender_000049,clean,images/sample_00049.png,06:34,394,,,,06:31,391,06:31:00,23460,True,False,False,True,3,True,False,,The time shown on this analog clock is 06:31:00,0.6953074932098389,
rege_ood_clean_blender_000050,clean,images/sample_00050.png,07:44,464,,,,07:43,463,07:43:43,27823,True,False,True,True,1,True,False,,07:43:43,0.5071618556976318,
rege_ood_clean_blender_000051,clean,images/sample_00051.png,02:04,124,02:04:29,7469,29,02:04,124,02:04:28,7468,True,True,True,True,0,True,True,False,02:04:28,0.518939733505249,
rege_ood_clean_blender_000052,clean,images/sample_00052.png,12:54,54,,,,12:53,53,12:53:52,3232,True,False,True,True,1,True,False,,12:53:52,0.5517895221710205,
rege_ood_clean_blender_000053,clean,images/sample_00053.png,07:12,432,07:12:22,25942,22,12:20,20,12:20:13,1213,True,False,False,False,308,False,False,False,12:20:13,0.39009809494018555,
rege_ood_clean_blender_000054,clean,images/sample_00054.png,05:13,313,,,,05:13,313,05:13:13,18793,True,True,True,True,0,True,True,,05:13:13,0.5190854072570801,
rege_ood_clean_blender_000055,clean,images/sample_00055.png,03:45,225,03:45:52,13552,52,10:49,649,10:49:51,38991,True,False,False,False,296,False,False,False,The exact time shown on the analog clock is 10:49:51.,0.7157547473907471,
rege_ood_clean_blender_000056,clean,images/sample_00056.png,02:49,169,02:49:05,10145,5,10:47,647,10:47:05,38825,True,False,False,False,242,False,False,True,10:47:05,0.48239994049072266,
rege_ood_clean_blender_000057,clean,images/sample_00057.png,07:56,476,,,,07:55,475,07:55:56,28556,True,False,True,True,1,True,False,,The time shown on the analog clock is 07:55:56.,0.6950757503509521,
rege_ood_clean_blender_000058,clean,images/sample_00058.png,11:49,709,11:49:08,42548,8,11:47,707,11:47:05,42425,True,False,False,True,2,True,False,False,11:47:05,0.5198893547058105,
rege_ood_clean_blender_000059,clean,images/sample_00059.png,06:19,379,,,,05:19,319,05:19:34,19174,True,False,False,False,60,False,True,,05:19:34,0.5185699462890625,
rege_ood_clean_blender_000060,clean,images/sample_00060.png,09:59,599,,,,10:02,602,10:02:02,36122,True,False,False,True,3,False,False,,10:02:02,0.499129056930542,
rege_ood_clean_blender_000061,clean,images/sample_00061.png,05:35,335,05:35:08,20108,8,05:36,336,05:36:09,20169,True,False,True,True,1,True,False,False,05:36:09,0.5288040637969971,
rege_ood_clean_blender_000062,clean,images/sample_00062.png,03:08,188,,,,03:07,187,03:07:06,11226,True,False,True,True,1,True,False,,03:07:06,0.509068489074707,
rege_ood_clean_blender_000063,clean,images/sample_00063.png,10:57,657,10:57:32,39452,32,12:02,2,12:02:37,157,True,False,False,False,65,False,False,False,12:02:37,0.5105693340301514,
rege_ood_clean_blender_000064,clean,images/sample_00064.png,07:15,435,07:15:52,26152,52,07:14,434,07:14:52,26092,True,False,True,True,1,True,False,True,07:14:52,0.5337018966674805,
rege_ood_clean_blender_000065,clean,images/sample_00065.png,04:14,254,,,,04:12,252,04:12:12,15132,True,False,False,True,2,True,False,,04:12:12,0.5195703506469727,
rege_ood_clean_blender_000066,clean,images/sample_00066.png,11:42,702,11:42:50,42170,50,11:48,708,11:48:42,42522,True,False,False,False,6,True,False,False,11:48:42,0.5193703174591064,
rege_ood_clean_blender_000067,clean,images/sample_00067.png,11:59,719,,,,01:03,63,01:03:04,3784,True,False,False,False,64,False,False,,The exact time shown on this analog clock is 01:03:04.,0.5840933322906494,
rege_ood_clean_blender_000068,clean,images/sample_00068.png,01:10,70,,,,01:10,70,01:10:11,4211,True,True,True,True,0,True,True,,1:10:11,0.3708372116088867,
rege_ood_clean_blender_000069,clean,images/sample_00069.png,02:19,139,,,,03:23,203,03:23:24,12204,True,False,False,False,64,False,False,,03:23:24,0.3900604248046875,
rege_ood_clean_blender_000070,clean,images/sample_00070.png,04:17,257,,,,,,,,False,False,False,False,,,,,16:16:16,0.3893697261810303,
rege_ood_clean_blender_000071,clean,images/sample_00071.png,08:59,539,,,,08:59,539,08:59:01,32341,True,True,True,True,0,True,True,,08:59:01,0.3897268772125244,
rege_ood_clean_blender_000072,clean,images/sample_00072.png,08:18,498,,,,08:16,496,08:16:16,29776,True,False,False,True,2,True,False,,08:16:16,0.40682339668273926,
rege_ood_clean_blender_000073,clean,images/sample_00073.png,12:45,45,,,,,,,,False,False,False,False,,,,,00:43:00,0.38916468620300293,
rege_ood_clean_blender_000074,clean,images/sample_00074.png,01:06,66,01:06:30,3990,30,01:04,64,01:04:29,3869,True,False,False,True,2,True,False,False,01:04:29,0.39051342010498047,
rege_ood_clean_blender_000075,clean,images/sample_00075.png,02:30,150,,,,02:31,151,02:31:00,9060,True,False,True,True,1,True,False,,02:31:00,0.3901855945587158,
rege_ood_clean_blender_000076,clean,images/sample_00076.png,01:09,69,,,,12:03,3,12:03:05,185,True,False,False,False,66,False,False,,12:03:05,0.5173282623291016,
rege_ood_clean_blender_000077,clean,images/sample_00077.png,10:11,611,,,,10:10,610,10:10:00,36600,True,False,True,True,1,True,False,,10:10:00,0.5206544399261475,
rege_ood_clean_blender_000078,clean,images/sample_00078.png,03:10,190,03:10:31,11431,31,10:10,610,10:10:31,36631,True,False,False,False,300,False,True,True,10:10:31,0.5124244689941406,
rege_ood_clean_blender_000079,clean,images/sample_00079.png,05:36,336,05:36:00,20160,0,06:37,397,06:37:00,23820,True,False,False,False,61,False,False,True,06:37:00,0.5095982551574707,
rege_ood_clean_blender_000080,clean,images/sample_00080.png,06:42,402,06:42:41,24161,41,07:42,462,07:42:44,27764,True,False,False,False,60,False,True,False,"To answer this question, I need to carefully examine the clock in the image:

1. The hour hand is pointing just past 7, so it's 7:42.
2. The minute hand is pointing at 42 minutes.
3. The second hand is pointing at 44 seconds.

Therefore, the exact time shown on this analog clock is:

07:42:44",2.4871647357940674,
rege_ood_clean_blender_000081,clean,images/sample_00081.png,10:09,609,10:09:20,36560,20,10:10,610,10:10:20,36620,True,False,True,True,1,True,False,True,10:10:20,0.4522829055786133,
rege_ood_clean_blender_000082,clean,images/sample_00082.png,06:38,398,06:38:46,23926,46,06:45,405,06:45:38,24338,True,False,False,False,7,True,False,False,The exact time shown on this analog clock is 6:45:38.,0.7616534233093262,
rege_ood_clean_blender_000083,clean,images/sample_00083.png,09:29,569,,,,09:29,569,09:29:00,34140,True,True,True,True,0,True,True,,The time shown on the analog clock is 9:29:00.,0.6785895824432373,
rege_ood_clean_blender_000084,clean,images/sample_00084.png,03:11,191,03:11:31,11491,31,03:11,191,03:11:30,11490,True,True,True,True,0,True,True,False,03:11:30,0.4822883605957031,
rege_ood_clean_blender_000085,clean,images/sample_00085.png,11:36,696,,,,11:35,695,11:35:37,41737,True,False,True,True,1,True,False,,11:35:37,0.4535655975341797,
rege_ood_clean_blender_000086,clean,images/sample_00086.png,04:36,276,,,,11:56,716,11:56:55,43015,True,False,False,False,280,False,False,,The time shown on this analog clock is 11:56:55.,0.6352765560150146,
rege_ood_clean_blender_000087,clean,images/sample_00087.png,07:43,463,07:43:57,27837,57,07:45,465,07:45:57,27957,True,False,False,True,2,True,False,True,7:45:57,0.4496424198150635,
rege_ood_clean_blender_000088,clean,images/sample_00088.png,04:25,265,04:25:43,15943,43,04:24,264,04:24:43,15883,True,False,True,True,1,True,False,True,The time shown on the analog clock is 4:24:43.,0.6436111927032471,
rege_ood_clean_blender_000089,clean,images/sample_00089.png,07:10,430,07:10:07,25807,7,02:09,129,02:09:06,7746,True,False,False,False,301,False,False,False,The exact time shown on the analog clock is 02:09:06.,0.5679421424865723,
rege_ood_clean_blender_000090,clean,images/sample_00090.png,05:17,317,,,,12:20,20,12:20:00,1200,True,False,False,False,297,False,False,,12:20:00,0.37485694885253906,
rege_ood_clean_blender_000091,clean,images/sample_00091.png,08:21,501,,,,08:20,500,08:20:23,30023,True,False,True,True,1,True,False,,08:20:23,0.39021968841552734,
rege_ood_clean_blender_000092,clean,images/sample_00092.png,11:48,708,11:48:10,42490,10,11:48,708,11:48:09,42489,True,True,True,True,0,True,True,False,11:48:09,0.3734323978424072,
rege_ood_clean_blender_000093,clean,images/sample_00093.png,09:19,559,09:19:16,33556,16,09:13,553,09:13:12,33192,True,False,False,False,6,True,False,False,09:13:12,0.3742387294769287,
rege_ood_clean_blender_000094,clean,images/sample_00094.png,06:04,364,06:04:43,21883,43,10:47,647,10:47:00,38820,True,False,False,False,283,False,False,False,10:47:00,0.3743774890899658,
rege_ood_clean_blender_000095,clean,images/sample_00095.png,12:26,26,12:26:20,1580,20,12:26,26,12:26:20,1580,True,True,True,True,0,True,True,True,The exact time shown on the analog clock is 12:26:20.,0.5668659210205078,
rege_ood_clean_blender_000096,clean,images/sample_00096.png,02:51,171,02:51:59,10319,59,11:52,712,11:52:58,42778,True,False,False,False,179,False,False,False,The exact time shown on the analog clock is 11:52:58.,0.5699994564056396,
rege_ood_clean_blender_000097,clean,images/sample_00097.png,08:51,531,08:51:30,31890,30,08:51,531,08:51:28,31888,True,True,True,True,0,True,True,False,The exact time shown on this analog clock is 8:51:28.,0.6950314044952393,
rege_ood_clean_blender_000098,clean,images/sample_00098.png,05:36,336,,,,05:31,331,,,True,False,False,True,5,True,False,,The exact time shown on the analog clock is 05:31.,0.8115236759185791,
rege_ood_clean_blender_000099,clean,images/sample_00099.png,05:49,349,05:49:45,20985,45,10:45,645,10:45:00,38700,True,False,False,False,296,False,False,False,10:45:00,0.5370500087738037,
rege_ood_clean_blender_000100,clean,images/sample_00100.png,10:58,658,,,,10:57,657,10:57:56,39476,True,False,True,True,1,True,False,,10:57:56,0.5293989181518555,
rege_ood_clean_blender_000101,clean,images/sample_00101.png,07:17,437,07:17:09,26229,9,07:13,433,07:13:07,25987,True,False,False,True,4,True,False,False,07:13:07,0.5471484661102295,
rege_ood_clean_blender_000102,clean,images/sample_00102.png,06:34,394,,,,11:34,694,11:34:33,41673,True,False,False,False,300,False,True,,The exact time shown on this analog clock is 11:34:33,0.7162337303161621,
rege_ood_clean_blender_000103,clean,images/sample_00103.png,09:07,547,,,,09:06,546,09:06:03,32763,True,False,True,True,1,True,False,,09:06:03,0.5502843856811523,
rege_ood_clean_blender_000104,clean,images/sample_00104.png,03:54,234,03:54:19,14059,19,10:19,619,10:19:18,37158,True,False,False,False,335,False,False,False,The time shown on the analog clock is 10:19:18.,0.8486192226409912,
rege_ood_clean_blender_000105,clean,images/sample_00105.png,09:02,542,09:02:35,32555,35,10:06,606,10:06:41,36401,True,False,False,False,64,False,False,False,10:06:41,0.5310885906219482,
rege_ood_clean_blender_000106,clean,images/sample_00106.png,02:51,171,,,,02:49,169,02:49:19,10159,True,False,False,True,2,True,False,,02:49:19,0.3808112144470215,
rege_ood_clean_blender_000107,clean,images/sample_00107.png,05:47,347,05:47:22,20842,22,05:47,347,05:47:22,20842,True,True,True,True,0,True,True,True,The exact time shown on the analog clock is 05:47:22.,0.7094736099243164,
rege_ood_clean_blender_000108,clean,images/sample_00108.png,03:42,222,,,,11:41,701,11:41:50,42110,True,False,False,False,241,False,False,,11:41:50,0.5395083427429199,
rege_ood_clean_blender_000109,clean,images/sample_00109.png,08:24,504,,,,12:45,45,12:45:00,2700,True,False,False,False,261,False,False,,12:45:00,0.411090612411499,
rege_ood_clean_blender_000110,clean,images/sample_00110.png,04:46,286,,,,04:45,285,04:45:42,17142,True,False,True,True,1,True,False,,The exact time shown on this analog clock is 04:45:42.,0.5842640399932861,
rege_ood_clean_blender_000111,clean,images/sample_00111.png,06:06,366,06:06:44,22004,44,06:47,407,06:47:41,24461,True,False,False,False,41,True,False,False,The exact time shown on the analog clock is 6:47:41.,0.5843110084533691,
rege_ood_clean_blender_000112,clean,images/sample_00112.png,03:05,185,03:05:53,11153,53,12:52,52,12:52:52,3172,True,False,False,False,133,False,False,False,12:52:52,0.39109206199645996,
rege_ood_clean_blender_000113,clean,images/sample_00113.png,10:44,644,10:44:54,38694,54,10:44,644,10:44:54,38694,True,True,True,True,0,True,True,True,10:44:54,0.39063549041748047,
rege_ood_clean_blender_000114,clean,images/sample_00114.png,02:12,132,,,,09:12,552,09:12:13,33133,True,False,False,False,300,False,True,,09:12:13,0.5336830615997314,
rege_ood_clean_blender_000115,clean,images/sample_00115.png,05:26,326,,,,12:28,28,12:28:28,1708,True,False,False,False,298,False,False,,12:28:28,0.5161440372467041,
rege_ood_clean_blender_000116,clean,images/sample_00116.png,03:47,227,,,,03:47,227,03:47:47,13667,True,True,True,True,0,True,True,,03:47:47,0.5200514793395996,
rege_ood_clean_blender_000117,clean,images/sample_00117.png,05:36,336,05:36:02,20162,2,05:36,336,05:36:01,20161,True,True,True,True,0,True,True,False,05:36:01,0.5324363708496094,
rege_ood_clean_blender_000118,clean,images/sample_00118.png,10:44,644,10:44:02,38642,2,10:42,642,10:42:01,38521,True,False,False,True,2,True,False,False,10:42:01,0.5056643486022949,
rege_ood_clean_blender_000119,clean,images/sample_00119.png,11:22,682,11:22:57,40977,57,11:25,685,11:25:59,41159,True,False,False,True,3,True,False,False,11:25:59,0.5238931179046631,
rege_ood_clean_blender_000120,clean,images/sample_00120.png,07:04,424,,,,03:00,180,,,True,False,False,False,244,False,False,,00:03:00,0.5203123092651367,
rege_ood_clean_blender_000121,clean,images/sample_00121.png,01:17,77,,,,12:12,12,12:12:00,720,True,False,False,False,65,False,False,,12:12:00,0.5085539817810059,
rege_ood_clean_blender_000122,clean,images/sample_00122.png,10:55,655,10:55:46,39346,46,10:45,645,10:45:55,38755,True,False,False,False,10,True,False,False,10:45:55,0.5200541019439697,
rege_ood_clean_blender_000123,clean,images/sample_00123.png,09:53,593,,,,10:53,653,10:53:52,39232,True,False,False,False,60,False,True,,10:53:52,0.5184192657470703,
rege_ood_clean_blender_000124,clean,images/sample_00124.png,12:51,51,,,,12:48,48,12:48:00,2880,True,False,False,True,3,True,False,,12:48:00,0.5180160999298096,
rege_ood_clean_blender_000125,clean,images/sample_00125.png,09:59,599,09:59:11,35951,11,11:16,676,11:16:04,40564,True,False,False,False,77,False,False,False,11:16:04,0.5191080570220947,
rege_ood_clean_blender_000126,clean,images/sample_00126.png,06:14,374,,,,10:14,614,10:14:00,36840,True,False,False,False,240,False,True,,10:14:00,0.5337135791778564,
rege_ood_clean_blender_000127,clean,images/sample_00127.png,04:59,299,,,,04:00,240,04:00:00,14400,True,False,False,False,59,True,False,,04:00:00,0.535308837890625,
rege_ood_clean_blender_000128,clean,images/sample_00128.png,02:38,158,02:38:20,9500,20,03:38,218,03:38:38,13118,True,False,False,False,60,False,True,False,The exact time shown on this analog clock is 3:38:38.,0.82183837890625,
rege_ood_clean_blender_000129,clean,images/sample_00129.png,01:20,80,01:20:27,4827,27,01:26,86,01:26:20,5180,True,False,False,False,6,True,False,False,01:26:20,0.5353028774261475,
rege_ood_clean_blender_000130,clean,images/sample_00130.png,07:29,449,,,,07:26,446,07:26:26,26786,True,False,False,True,3,True,False,,The exact time shown on this analog clock is 07:26:26.,0.7157719135284424,
rege_ood_clean_blender_000131,clean,images/sample_00131.png,08:25,505,,,,08:25,505,08:25:00,30300,True,True,True,True,0,True,True,,08:25:00,0.47296977043151855,
rege_ood_clean_blender_000132,clean,images/sample_00132.png,03:50,230,03:50:43,13843,43,10:44,644,10:44:43,38683,True,False,False,False,306,False,False,True,10:44:43,0.45310258865356445,
rege_ood_clean_blender_000133,clean,images/sample_00133.png,04:51,291,04:51:57,17517,57,10:56,656,10:56:55,39415,True,False,False,False,355,False,False,False,10:56:55,0.48322343826293945,
rege_ood_clean_blender_000134,clean,images/sample_00134.png,12:51,51,12:51:55,3115,55,10:56,656,10:56:59,39419,True,False,False,False,115,False,False,False,10:56:59,0.4536144733428955,
rege_ood_clean_blender_000135,clean,images/sample_00135.png,06:48,408,,,,06:48,408,06:48:45,24525,True,True,True,True,0,True,True,,The time shown on the analog clock is 06:48:45,0.7529444694519043,
rege_ood_clean_blender_000136,clean,images/sample_00136.png,11:17,677,11:17:44,40664,44,11:19,679,11:19:46,40786,True,False,False,True,2,True,False,False,11:19:46,0.5099172592163086,
rege_ood_clean_blender_000137,clean,images/sample_00137.png,12:36,36,12:36:13,2173,13,07:12,432,07:12:12,25932,True,False,False,False,324,False,False,False,The exact time shown on this analog clock is 07:12:12.,0.8416011333465576,
rege_ood_clean_blender_000138,clean,images/sample_00138.png,11:43,703,11:43:33,42213,33,11:42,702,11:42:27,42147,True,False,True,True,1,True,False,False,11:42:27,0.5086996555328369,
rege_ood_clean_blender_000139,clean,images/sample_00139.png,04:43,283,,,,12:16,16,12:16:14,974,True,False,False,False,267,False,False,,12:16:14,0.5027804374694824,
rege_ood_clean_blender_000140,clean,images/sample_00140.png,07:14,434,,,,07:13,433,07:13:00,25980,True,False,True,True,1,True,False,,07:13:00,0.5397610664367676,
rege_ood_clean_blender_000141,clean,images/sample_00141.png,10:39,639,10:39:46,38386,46,10:38,638,10:38:45,38325,True,False,True,True,1,True,False,False,10:38:45,0.5187804698944092,
rege_ood_clean_blender_000142,clean,images/sample_00142.png,05:46,346,,,,05:45,345,05:45:20,20720,True,False,True,True,1,True,False,,05:45:20,0.5173523426055908,
rege_ood_clean_blender_000143,clean,images/sample_00143.png,05:30,330,05:30:54,19854,54,10:59,659,10:59:53,39593,True,False,False,False,329,False,False,False,10:59:53,0.5184571743011475,
rege_ood_clean_blender_000144,clean,images/sample_00144.png,06:48,408,06:48:33,24513,33,06:50,410,06:50:35,24635,True,False,False,True,2,True,False,False,The exact time shown on the analog clock is 06:50:35,0.7139132022857666,
rege_ood_clean_blender_000145,clean,images/sample_00145.png,04:52,292,04:52:56,17576,56,10:53,653,10:53:56,39236,True,False,False,False,359,False,False,True,10:53:56,0.47176456451416016,
rege_ood_clean_blender_000146,clean,images/sample_00146.png,05:17,317,,,,06:18,378,06:18:18,22698,True,False,False,False,61,False,False,,The exact time shown on this analog clock is 06:18:18,0.7793550491333008,
rege_ood_clean_blender_000147,clean,images/sample_00147.png,02:31,151,02:31:50,9110,50,02:29,149,02:29:49,8989,True,False,False,True,2,True,False,False,2:29:49,0.5160045623779297,
